nombre,edad,lugar_registro,marca_auto,modelo_auto,año_modelo,autonomia_km,tipo_carga,fecha_registro,version_software,baterias_recicladas
Jose Miguel Silvio Iglesia Muñoz,79,Toledo,Ford,F-150 Lightning,2023,578,Rápida,2024-06-18,6.6.4,No
Anabel Izquierdo-Ramírez,37,Teruel,Volkswagen,ID.3,2019,541,Ultra Rápida,2023-12-03,8.7.4,Sí
Candelas Paola Pareja Carpio,79,Málaga,Audi,Q4 e-tron,2020,240,Lenta,2022-08-05,5.1.3,Sí
Cecilio Jódar-Palma,39,Málaga,Tesla,Model 3,2019,568,Ultra Rápida,2023-05-12,5.8.8,No
Casandra Villegas-Fabregat,32,Alicante,Audi,Q4 e-tron,2021,322,Ultra Rápida,2024-08-07,5.2.4,Sí
Wilfredo Rosendo Casas Sedano,38,Baleares,Audi,e-tron,2021,158,Ultra Rápida,2024-08-22,10.6.4,No
Marcial Alberto-Carrasco,27,Albacete,BMW,iX,2021,575,Lenta,2024-09-03,7.5.2,No
José Luis Quintanilla Durán,79,Córdoba,Audi,Q4 e-tron,2024,520,Ultra Rápida,2022-12-17,6.0.2,No
Raquel de Reina,79,Valencia,Audi,e-tron,2018,574,Ultra Rápida,2024-08-28,2.2.7,Sí
Isidro Hoz-Baeza,45,Ávila,Kia,Niro EV,2022,391,Ultra Rápida,2023-01-04,2.9.4,Sí
Natanael Carmelo Escalona Bas,50,Ávila,Audi,Q4 e-tron,2019,447,Lenta,2025-04-09,5.7.3,Sí
Antonia Apolonia Almeida Sanz,31,La Coruña,Audi,Q4 e-tron,2023,579,Rápida,2023-03-03,6.9.8,No
Yaiza Coello Ángel,28,Salamanca,Volkswagen,ID.4,2019,569,Ultra Rápida,2024-03-22,7.9.7,No
Gerónimo Salom Rodrigo,25,Tarragona,BMW,i3,2023,418,Rápida,2023-03-05,1.0.9,No
Petrona Arévalo,24,Burgos,Ford,Mustang Mach-E,2021,237,Ultra Rápida,2023-06-29,8.4.5,Sí
Espiridión Naranjo,24,Alicante,Tesla,Model S,2022,350,Lenta,2024-12-04,1.5.1,No
Iker Marco Ricart,59,Burgos,Ford,Mustang Mach-E,2023,527,Lenta,2025-03-16,1.6.9,No
Diego Lasa Novoa,25,Huesca,Chevrolet,Bolt EUV,2025,286,Ultra Rápida,2024-04-17,3.4.0,Sí
Alexandra Agudo Pedraza,55,Cádiz,Tesla,Model X,2018,585,Lenta,2022-07-16,10.1.4,No
Belen Abascal Cerro,51,Teruel,BMW,iX,2019,376,Rápida,2025-01-15,1.8.0,No
Maricruz Canet Guerra,57,Soria,Audi,Q4 e-tron,2021,288,Lenta,2025-04-14,9.2.8,Sí
David Manso Franch,78,Lleida,Hyundai,Kona Electric,2019,570,Rápida,2024-06-20,1.5.2,Sí
Lisandro del Cañizares,31,Sevilla,Nissan,Leaf,2018,557,Rápida,2022-05-04,1.8.2,No
Régulo Otero Gabaldón,65,Valencia,Volkswagen,ID.3,2021,302,Rápida,2023-10-24,10.4.8,No
Lucio Rosado Villaverde,37,Ciudad,Audi,e-tron,2024,541,Lenta,2022-11-12,2.2.5,No
Clemente Angulo Villa,79,Baleares,Audi,e-tron,2019,364,Lenta,2023-01-28,7.5.5,No
Azeneth de Rey,28,Toledo,Chevrolet,Bolt EUV,2025,438,Lenta,2023-10-20,1.7.4,No
Nacho Balaguer Muro,20,Huesca,Kia,Niro EV,2022,549,Ultra Rápida,2023-04-22,8.7.6,Sí
Pascuala Felicidad Águila Clemente,47,Girona,Audi,e-tron,2020,519,Rápida,2023-11-08,5.4.9,Sí
Benigno Pedro Vendrell,61,Melilla,Nissan,Leaf,2023,430,Ultra Rápida,2022-05-28,8.9.0,Sí
Augusto Sastre Mercader,30,Zaragoza,BMW,iX,2024,174,Lenta,2024-06-13,1.8.7,No
Sofía Pablo Pelayo,69,Málaga,Volkswagen,ID.3,2019,178,Ultra Rápida,2024-07-04,2.6.4,Sí
Malena Maza,79,Lleida,Nissan,Leaf,2021,559,Lenta,2023-04-22,2.1.9,Sí
Bernardita Reina Pizarro,44,Ávila,BMW,iX,2021,333,Rápida,2024-03-06,9.9.5,No
Rodolfo Abella,37,Santa Cruz de Tenerife,Hyundai,Kona Electric,2018,447,Rápida,2024-08-04,8.0.8,Sí
Cándida Viñas Millán,32,Barcelona,Volkswagen,ID.3,2024,459,Ultra Rápida,2023-07-08,3.4.8,Sí
Hortensia Hidalgo Mendizábal,32,Almería,Audi,e-tron,2018,400,Rápida,2023-04-12,8.8.6,No
Amador Gallart Marquez,36,Las Palmas,Tesla,Model Y,2025,241,Rápida,2023-02-24,4.6.4,Sí
Ale Espejo Costa,69,La Rioja,Chevrolet,Bolt EV,2018,600,Rápida,2023-05-30,1.7.5,Sí
Evangelina Almagro-Lastra,26,Sevilla,BMW,i4,2022,256,Ultra Rápida,2023-05-04,2.0.6,No
Fermín del Pedrero,58,Las Palmas,Tesla,Model S,2025,409,Rápida,2022-07-19,6.0.2,No
Graciana de Casanovas,65,Cantabria,Audi,Q4 e-tron,2022,437,Ultra Rápida,2024-05-01,9.1.2,Sí
Bernardo Rius Muñoz,29,Álava,Tesla,Model Y,2018,307,Rápida,2024-06-29,6.4.8,No
Magdalena Hernandez Sales,42,Cádiz,Hyundai,Ioniq 5,2023,194,Rápida,2022-11-20,2.5.0,No
Nélida Urrutia Bernal,71,Segovia,Tesla,Model X,2025,343,Ultra Rápida,2022-10-08,10.0.6,No
Donato Julián Revilla,76,Cáceres,Ford,F-150 Lightning,2024,363,Ultra Rápida,2022-08-21,6.6.4,No
Patricio Miguel Ávila,49,La Coruña,Ford,Mustang Mach-E,2023,291,Lenta,2022-12-12,9.3.5,Sí
Lope Jimenez-Malo,63,Las Palmas,Nissan,Leaf,2024,359,Ultra Rápida,2023-02-18,8.2.4,No
Teresita Torres Llopis,73,Vizcaya,Nissan,Leaf,2021,424,Ultra Rápida,2022-12-21,10.7.2,Sí
Candelaria Tomé,58,Jaén,Audi,Q4 e-tron,2021,332,Rápida,2023-03-06,5.1.6,Sí
Fausto Vara Cuervo,73,Álava,Ford,Mustang Mach-E,2023,467,Lenta,2024-11-10,1.0.6,Sí
Marisela Hoz Benitez,50,La Coruña,Ford,F-150 Lightning,2021,415,Rápida,2024-08-15,2.1.9,Sí
Lupita de Sanmartín,41,Soria,Ford,Mustang Mach-E,2024,262,Ultra Rápida,2023-11-26,7.1.2,No
Josefa Palmer-Menendez,68,Asturias,Ford,F-150 Lightning,2025,268,Lenta,2024-02-11,2.6.5,Sí
Gertrudis Macías Manso,46,Girona,Audi,e-tron,2023,298,Rápida,2025-02-17,4.8.5,Sí
Nydia Prudencia Valera Bilbao,32,Tarragona,Nissan,Leaf,2018,286,Ultra Rápida,2024-01-27,4.2.7,No
Kike Torrent Mas,57,Álava,Ford,F-150 Lightning,2024,570,Rápida,2023-05-31,6.6.4,No
Vilma Quintanilla-Roig,56,Alicante,Ford,Mustang Mach-E,2021,508,Ultra Rápida,2024-08-26,8.4.0,Sí
María Belén Serra Macías,76,Navarra,Chevrolet,Bolt EUV,2025,274,Lenta,2023-11-23,6.8.8,No
Susana Román,58,Alicante,Tesla,Model 3,2018,522,Rápida,2023-01-14,7.1.2,No
Jose Luis del Hidalgo,75,Córdoba,BMW,i3,2024,475,Rápida,2025-04-15,1.0.7,Sí
María Manuela Viñas Conde,77,Valencia,BMW,iX,2020,223,Lenta,2022-08-10,3.8.2,No
Odalys Florentina Vicente Palau,38,Girona,Nissan,Leaf,2020,599,Rápida,2022-10-08,5.2.9,Sí
Paula Alberdi Barrera,38,Granada,Ford,Mustang Mach-E,2024,193,Ultra Rápida,2023-04-27,6.9.3,Sí
Piedad Baquero Anaya,44,Lugo,Ford,F-150 Lightning,2018,594,Rápida,2024-08-26,4.3.2,Sí
Benito Palomares Valera,64,Burgos,Ford,F-150 Lightning,2020,279,Rápida,2025-01-15,7.6.0,Sí
Fernando Bárcena Fabregat,40,Guipúzcoa,Audi,e-tron,2019,478,Rápida,2024-05-26,10.1.1,No
Adolfo de Dominguez,31,Palencia,Tesla,Model 3,2020,262,Rápida,2023-06-10,4.0.6,Sí
Hortensia Sabater,54,Castellón,Hyundai,Kona Electric,2022,186,Ultra Rápida,2025-01-24,2.1.1,Sí
Lourdes Pomares Aguirre,19,Cuenca,Tesla,Model X,2022,406,Rápida,2022-11-25,4.0.2,Sí
Efraín de Beltran,73,Asturias,BMW,i3,2018,203,Lenta,2023-09-02,6.2.9,No
Remedios Calderon Sales,44,Santa Cruz de Tenerife,Hyundai,Kona Electric,2019,460,Rápida,2022-11-14,10.7.3,No
David Jiménez Torres,43,Ciudad,Audi,e-tron,2021,157,Ultra Rápida,2023-08-11,4.2.0,No
Irma Dominguez,30,Ceuta,Tesla,Model S,2019,275,Ultra Rápida,2025-01-04,6.2.9,Sí
Flavia Velázquez Malo,39,Álava,BMW,iX,2022,237,Rápida,2023-08-23,1.5.8,No
Renata Huguet-Álamo,56,Toledo,Ford,Mustang Mach-E,2019,476,Rápida,2023-06-29,1.4.4,No
Aránzazu Moreno-Naranjo,72,Baleares,BMW,i4,2019,429,Ultra Rápida,2022-10-04,5.6.5,No
Geraldo Montero,22,Toledo,Audi,e-tron,2024,207,Rápida,2022-12-19,4.9.5,No
Angelino Jiménez Pacheco,60,Asturias,Tesla,Model Y,2023,182,Lenta,2024-05-17,3.3.9,No
José Albero-Escamilla,20,Toledo,Audi,Q4 e-tron,2020,478,Rápida,2023-03-29,3.5.7,No
Fabricio Torrent Vallés,70,Castellón,Nissan,Ariya,2021,310,Lenta,2024-11-13,5.4.9,Sí
Mar Figuerola-Oller,26,Asturias,BMW,iX,2020,474,Rápida,2022-08-23,9.0.1,Sí
Teresa Tormo Duque,41,Cantabria,Nissan,Leaf,2023,512,Rápida,2024-02-08,6.2.6,Sí
Amílcar Neira Simó,34,Badajoz,Tesla,Model Y,2023,249,Lenta,2022-06-16,6.3.5,Sí
Desiderio Escamilla-Company,74,Albacete,Nissan,Ariya,2021,265,Lenta,2024-11-09,5.1.3,Sí
Edelmiro Prieto Carbajo,75,Guipúzcoa,Chevrolet,Bolt EV,2024,425,Ultra Rápida,2022-12-26,1.7.6,Sí
Dimas Gordillo Casas,44,Granada,Ford,F-150 Lightning,2022,541,Rápida,2024-12-10,4.7.1,No
Román Esteve Linares,32,Lugo,Audi,Q4 e-tron,2025,160,Ultra Rápida,2023-07-05,9.2.0,Sí
Gabino Montoya-Sancho,59,Guipúzcoa,BMW,iX,2018,287,Lenta,2023-12-20,6.6.5,No
Bernarda Gracia Arco,54,Huelva,Tesla,Model S,2022,506,Rápida,2024-09-14,1.2.9,Sí
Natalia Soria,27,Albacete,Tesla,Model S,2021,419,Lenta,2024-06-05,10.9.0,Sí
Patricia del Quintanilla,67,Vizcaya,Chevrolet,Bolt EV,2023,512,Lenta,2023-07-15,2.6.4,Sí
Leonor Ortega Sureda,63,Asturias,Kia,EV6,2024,168,Rápida,2025-03-02,6.3.5,No
Adrián Ricart Haro,43,Barcelona,BMW,iX,2018,518,Lenta,2023-03-22,9.8.4,No
Gala Acosta Morell,48,Madrid,Ford,Mustang Mach-E,2022,322,Ultra Rápida,2024-04-16,8.6.7,No
Fortunato Palomino,32,Palencia,Kia,EV6,2020,394,Rápida,2023-11-02,9.8.6,Sí
Rosario Alonso Ruano,32,Ceuta,Hyundai,Kona Electric,2018,457,Ultra Rápida,2024-06-13,9.4.3,Sí
José Luis Codina Galan,38,Girona,Chevrolet,Bolt EV,2025,486,Lenta,2023-10-26,1.6.4,Sí
Ariadna Rodríguez-Pastor,31,Guipúzcoa,Audi,e-tron,2024,195,Lenta,2023-04-12,2.3.4,Sí
Gastón Bas Varela,23,Asturias,Audi,Q4 e-tron,2022,546,Ultra Rápida,2022-09-27,6.2.8,Sí
Prudencio Nadal,70,Toledo,Audi,Q4 e-tron,2019,412,Lenta,2024-03-14,3.8.4,Sí
Zaira Fuertes,49,Barcelona,BMW,i4,2020,172,Ultra Rápida,2023-07-19,6.1.3,Sí
Ibán Tormo,35,Pontevedra,Ford,F-150 Lightning,2018,376,Rápida,2025-01-24,3.5.3,Sí
Baldomero Edmundo Céspedes Múñiz,31,Huelva,Volkswagen,ID.4,2020,472,Lenta,2024-11-12,5.6.1,Sí
Ruth Bustamante Cánovas,18,Zaragoza,Kia,Niro EV,2025,456,Lenta,2025-03-05,4.9.5,Sí
Espiridión Cabrera-Vazquez,21,Cuenca,Chevrolet,Bolt EUV,2025,561,Rápida,2022-08-21,4.4.3,No
Juan del Alarcón,54,La Rioja,Hyundai,Kona Electric,2024,508,Ultra Rápida,2025-03-13,2.5.5,Sí
Jessica Marcos Cepeda,31,Cáceres,Chevrolet,Bolt EV,2022,352,Rápida,2022-05-28,6.1.2,Sí
Remedios del Roman,66,Jaén,Audi,Q4 e-tron,2025,279,Rápida,2023-05-05,1.8.8,No
Merche del Segura,70,Jaén,Audi,Q4 e-tron,2019,463,Lenta,2022-05-03,5.4.6,No
Adriana Sedano,46,Barcelona,Ford,Mustang Mach-E,2023,348,Rápida,2025-04-10,2.4.4,Sí
Rosalva Yésica Moya Vega,43,Ourense,Nissan,Ariya,2022,394,Lenta,2023-07-18,6.4.0,No
Aura Prieto Cases,49,Sevilla,BMW,i3,2025,473,Lenta,2024-07-28,3.2.7,No
Eufemia Llopis Almansa,57,Badajoz,Volkswagen,ID.3,2018,315,Lenta,2022-08-30,4.5.4,Sí
Angélica del Baró,23,Girona,Hyundai,Ioniq 5,2024,591,Rápida,2022-05-01,7.5.3,No
Fabián Ayala Carreras,71,Guadalajara,Audi,Q4 e-tron,2025,541,Lenta,2023-08-01,9.4.0,No
Inés Huertas-Polo,19,La Rioja,Nissan,Leaf,2020,566,Rápida,2024-06-07,9.7.1,No
Charo de Solano,39,Guipúzcoa,BMW,i3,2019,156,Rápida,2025-04-16,6.2.9,No
Inmaculada Sacristán Calatayud,54,Valencia,Hyundai,Ioniq 5,2018,544,Lenta,2024-04-03,1.9.1,No
Jenaro Sobrino Valderrama,69,Guadalajara,Ford,Mustang Mach-E,2025,244,Rápida,2022-12-07,10.3.9,Sí
Dafne Fernández-Mendizábal,38,Huelva,Volkswagen,ID.3,2023,412,Ultra Rápida,2022-06-05,3.7.9,Sí
Mayte del Urrutia,42,Teruel,Chevrolet,Bolt EUV,2025,192,Lenta,2025-03-01,6.4.7,Sí
Sol Vara Pintor,23,Cuenca,Hyundai,Ioniq 5,2022,237,Ultra Rápida,2024-04-22,6.0.3,Sí
Araceli Vilalta,34,Girona,Tesla,Model Y,2023,213,Rápida,2024-09-07,3.5.4,Sí
José Manuel Royo-León,25,Alicante,Chevrolet,Bolt EUV,2018,365,Rápida,2023-10-10,9.4.3,No
Ana del Asensio,23,Cádiz,Audi,Q4 e-tron,2018,164,Rápida,2022-08-30,10.6.2,Sí
Brunilda Carreño Palomares,73,Lugo,Tesla,Model S,2019,313,Ultra Rápida,2024-03-08,10.8.1,No
Sebastián Gallego Palma,74,Zaragoza,Nissan,Ariya,2019,480,Rápida,2024-11-21,8.0.7,No
Félix de Mancebo,71,Lugo,Audi,e-tron,2025,440,Ultra Rápida,2023-11-03,10.8.1,No
Ramiro de Río,53,Zamora,Nissan,Ariya,2018,235,Ultra Rápida,2022-09-30,3.1.1,Sí
Marisela Sánchez Verdugo,67,La Coruña,Kia,Niro EV,2021,592,Ultra Rápida,2024-11-03,10.3.3,No
Bibiana Garrido Yuste,67,Huesca,Tesla,Model Y,2019,372,Ultra Rápida,2024-04-28,8.8.5,Sí
Reinaldo Rodriguez-Cabrero,55,Soria,BMW,i3,2024,205,Lenta,2024-05-24,8.3.4,Sí
Emilia Gascón Iborra,29,Córdoba,Ford,F-150 Lightning,2021,228,Ultra Rápida,2024-08-21,8.7.8,Sí
Rita Abril Soler Tena,29,Huesca,Kia,EV6,2023,419,Lenta,2023-01-01,5.1.2,Sí
Josep Meléndez Valdés,62,Córdoba,Audi,e-tron,2018,472,Rápida,2023-11-06,6.2.2,No
Juan Bautista Aureliano Campillo Dominguez,22,Soria,Ford,F-150 Lightning,2024,198,Ultra Rápida,2023-07-15,5.0.4,Sí
Victor Manuel Mate Alfaro,29,Alicante,Volkswagen,ID.3,2022,436,Lenta,2025-03-27,8.5.6,Sí
Rufino Alarcón-Alegre,50,La Coruña,Hyundai,Kona Electric,2022,579,Rápida,2023-01-17,3.3.5,No
Bernabé Heredia Ruano,29,Lugo,Audi,e-tron,2025,517,Ultra Rápida,2025-03-22,3.7.5,Sí
Alfonso Pinedo Ibáñez,79,Zaragoza,Volkswagen,ID.3,2021,538,Ultra Rápida,2022-11-12,9.3.4,Sí
Vidal Pinedo Gomis,23,Jaén,Kia,Niro EV,2024,355,Ultra Rápida,2025-01-21,2.9.2,Sí
Corona Solsona Muñoz,47,Guipúzcoa,Nissan,Leaf,2021,231,Rápida,2024-07-13,4.0.8,No
Ana Sofía Mireia Zamorano Martínez,38,Guipúzcoa,Nissan,Ariya,2018,363,Ultra Rápida,2025-03-12,10.2.6,No
Áurea Cámara Armengol,35,Teruel,Audi,e-tron,2020,451,Ultra Rápida,2024-07-16,6.6.1,No
Ester Plaza Bustamante,29,Tarragona,Tesla,Model 3,2019,224,Rápida,2024-03-14,6.3.9,No
Paula Olmo Ribes,68,La Rioja,Audi,e-tron,2018,263,Ultra Rápida,2024-10-15,1.4.9,Sí
Rufina Jordá Cámara,46,Albacete,Audi,e-tron,2022,532,Rápida,2024-11-18,6.9.1,No
Rosalina Carrión Bermudez,73,Toledo,Audi,Q4 e-tron,2020,493,Ultra Rápida,2023-09-15,1.9.6,No
Pánfilo Vicente Arana Fernández,62,Valladolid,Hyundai,Kona Electric,2024,598,Lenta,2024-02-17,3.2.8,Sí
Elena Sans Cervera,32,Cádiz,Tesla,Model S,2025,336,Lenta,2024-04-27,6.5.2,Sí
Rolando Marco,64,Palencia,Nissan,Ariya,2021,544,Lenta,2024-09-27,5.9.3,No
Luciano Hoyos Soria,31,Badajoz,Audi,e-tron,2024,182,Rápida,2023-08-02,8.3.6,No
Angelita Romeu-Rincón,67,Castellón,Audi,e-tron,2018,453,Rápida,2022-10-08,7.1.5,No
Juanita Beatriz Marin Cruz,21,Valencia,Volkswagen,ID.4,2024,594,Lenta,2024-04-10,8.2.3,Sí
Felicidad Montenegro Pozuelo,66,Zamora,BMW,iX,2022,419,Ultra Rápida,2023-06-19,10.9.0,No
Irma Cortes,73,Burgos,BMW,i4,2022,582,Rápida,2024-04-03,1.2.0,Sí
Edgardo Durán Pedraza,29,Cádiz,Volkswagen,ID.4,2021,239,Ultra Rápida,2022-05-24,4.5.9,No
José María Saez,22,Córdoba,Volkswagen,ID.3,2018,353,Lenta,2024-04-22,5.4.8,Sí
Isaac Cebrián Vera Antón,61,Vizcaya,Tesla,Model S,2025,298,Ultra Rápida,2024-11-18,3.4.9,Sí
Pepito Tormo Paniagua,56,Valladolid,Tesla,Model S,2025,424,Lenta,2025-04-20,2.4.5,No
Rosa de Miró,50,Cantabria,Hyundai,Kona Electric,2021,358,Rápida,2022-05-17,6.1.6,Sí
Leire Costa Galiano,45,León,Tesla,Model X,2024,293,Lenta,2023-12-18,7.5.6,Sí
Mónica del Guzmán,56,Sevilla,Nissan,Leaf,2025,332,Rápida,2022-05-14,9.9.2,Sí
Ofelia Arco-Carretero,56,Burgos,Volkswagen,ID.3,2023,244,Ultra Rápida,2025-04-20,5.7.8,Sí
Nereida Lasa-Llano,54,Navarra,Tesla,Model S,2019,411,Ultra Rápida,2024-10-25,3.0.4,Sí
Renata Roca Santiago,63,Palencia,Volkswagen,ID.3,2024,493,Rápida,2022-07-18,1.7.1,No
Eusebia Bellido Pinto,39,Castellón,Tesla,Model Y,2018,350,Lenta,2025-04-12,4.7.8,No
Sarita del Larrañaga,25,Las Palmas,Nissan,Ariya,2022,515,Rápida,2023-07-10,9.9.5,No
Pánfilo Bermudez Nebot,54,Cuenca,Hyundai,Ioniq 5,2024,560,Ultra Rápida,2024-08-17,2.2.2,No
Edelmira Cuervo Gonzalo,60,Lleida,Audi,Q4 e-tron,2020,507,Ultra Rápida,2024-10-06,6.0.2,No
Nicolasa Gual Cuevas,37,Valencia,Audi,Q4 e-tron,2021,579,Rápida,2025-04-22,8.7.3,Sí
Adelina Alegria Haro,70,Burgos,Volkswagen,ID.3,2023,311,Rápida,2023-12-06,5.4.0,No
Juan Manuel Alegre Barros,79,Zaragoza,Tesla,Model X,2024,581,Lenta,2025-01-25,7.3.1,Sí
Adalberto Peiró Morata,22,Baleares,Tesla,Model 3,2023,455,Lenta,2022-11-01,7.4.2,Sí
Elisa Ibáñez Talavera,36,Melilla,Volkswagen,ID.3,2020,566,Ultra Rápida,2022-09-26,3.9.9,Sí
Agustina Vicens Egea,20,La Coruña,Audi,Q4 e-tron,2019,340,Rápida,2023-04-14,8.4.4,No
Leopoldo Carmona Mayoral,73,Barcelona,Tesla,Model 3,2023,276,Ultra Rápida,2022-11-29,4.7.4,Sí
Martirio Dueñas Alemany,19,Girona,Ford,Mustang Mach-E,2024,513,Rápida,2023-05-11,1.2.5,Sí
Luis Posada-Fabregat,19,Ceuta,Volkswagen,ID.4,2022,433,Rápida,2023-03-21,9.9.5,Sí
Gonzalo Lluch,68,Ciudad,BMW,i4,2022,251,Ultra Rápida,2022-12-21,9.0.6,No
Zoraida Montenegro Arribas,65,Lugo,Ford,Mustang Mach-E,2022,537,Ultra Rápida,2022-09-18,3.5.6,No
Salomé Peñalver Álamo,55,Valladolid,Nissan,Ariya,2019,554,Rápida,2022-12-23,5.2.5,No
Reyes Aliaga Linares,40,Navarra,Audi,e-tron,2023,568,Rápida,2024-07-08,7.6.4,No
Eloy Vendrell Delgado,20,Cuenca,Chevrolet,Bolt EV,2019,169,Ultra Rápida,2022-09-16,5.5.0,No
Catalina Sotelo Tejero,55,Cuenca,Chevrolet,Bolt EV,2024,549,Rápida,2023-08-12,10.6.2,No
Marcio del Palmer,42,Pontevedra,Hyundai,Ioniq 5,2021,484,Rápida,2024-07-19,8.3.6,Sí
Tomasa Pinedo,41,Jaén,Kia,EV6,2024,400,Ultra Rápida,2022-07-02,2.1.9,No
Roberta Baró Berrocal,56,Cuenca,Kia,EV6,2021,588,Rápida,2024-12-08,8.1.7,Sí
Natalia Estévez Azcona,27,Baleares,Nissan,Ariya,2021,420,Ultra Rápida,2022-12-01,6.5.6,No
Candela de Sevillano,73,Cantabria,Audi,e-tron,2025,244,Rápida,2022-07-10,4.6.2,Sí
Leyre Modesta Campos Folch,34,La Coruña,Audi,Q4 e-tron,2022,190,Rápida,2024-01-17,3.3.1,No
Carolina Echeverría,63,Cantabria,Volkswagen,ID.3,2025,429,Lenta,2024-09-07,2.2.8,Sí
Gabino de Agullo,18,Lugo,Nissan,Ariya,2018,539,Lenta,2023-06-03,4.3.1,Sí
Abel Quintana Montalbán,59,Palencia,Audi,Q4 e-tron,2023,571,Lenta,2024-08-18,9.6.2,No
Amarilis Bustos-Viña,53,Zamora,Chevrolet,Bolt EUV,2018,427,Ultra Rápida,2022-07-21,5.2.1,Sí
Beatriz Bartolomé Cervera,22,Ourense,Chevrolet,Bolt EUV,2020,233,Rápida,2024-07-14,8.4.3,No
Pepe Agudo Piñol,43,Álava,Audi,Q4 e-tron,2025,422,Rápida,2022-07-05,5.4.1,No
Evita Benitez Juan,66,Granada,BMW,i3,2023,440,Rápida,2025-04-23,5.6.4,Sí
Domitila Barba Dueñas,39,Madrid,Chevrolet,Bolt EUV,2021,163,Rápida,2024-07-12,10.1.0,No
Angelino Almagro Mariscal,43,Navarra,Nissan,Ariya,2024,177,Lenta,2023-06-02,2.4.3,No
Tadeo Ángel Vilaplana,44,Huelva,Chevrolet,Bolt EV,2021,271,Lenta,2024-05-05,9.6.8,Sí
Gervasio Casals-Piñeiro,27,Murcia,Ford,F-150 Lightning,2022,265,Ultra Rápida,2024-06-07,8.4.9,No
Eliseo Pancho Perez Tejera,69,Córdoba,Audi,e-tron,2023,510,Rápida,2023-09-14,8.2.9,Sí
Vasco Leocadio Cabo Viñas,73,Cáceres,Kia,Niro EV,2022,414,Rápida,2022-08-20,4.4.8,Sí
Clarisa Pineda Segovia,79,Tarragona,Hyundai,Ioniq 5,2023,278,Ultra Rápida,2022-11-11,9.4.8,No
Fabiana Estévez Fuente,76,Asturias,Chevrolet,Bolt EV,2020,277,Rápida,2022-10-13,7.7.8,No
Reyna Taboada Campillo,68,Huesca,Audi,e-tron,2018,167,Ultra Rápida,2023-05-12,8.0.6,Sí
Zaira Calzada-Vilar,67,Ourense,BMW,i4,2022,430,Ultra Rápida,2024-07-17,1.5.3,Sí
Felipe Nuñez-Barroso,59,Segovia,Audi,e-tron,2019,151,Rápida,2025-04-23,4.2.9,Sí
Pili Morales,50,Jaén,Tesla,Model 3,2024,307,Ultra Rápida,2023-09-04,5.7.7,No
Octavio Tejada Carrasco,75,Toledo,Audi,Q4 e-tron,2019,553,Ultra Rápida,2024-07-03,3.0.1,No
Merche Padilla Ferrer,67,Córdoba,Audi,e-tron,2021,462,Rápida,2022-07-30,5.9.5,Sí
Violeta Elorza Arcos,47,Málaga,Nissan,Leaf,2023,322,Ultra Rápida,2022-09-26,4.3.2,Sí
Adelaida Cervantes-Álvaro,78,Segovia,Audi,e-tron,2024,203,Rápida,2022-07-04,8.3.9,Sí
Viviana Agudo,58,Valladolid,Tesla,Model S,2020,457,Lenta,2025-02-25,3.6.6,No
Felipa Fuster Puga,50,Almería,Kia,EV6,2019,159,Rápida,2024-11-03,3.1.2,Sí
Amalia Valenciano-Malo,52,Palencia,Hyundai,Kona Electric,2019,572,Ultra Rápida,2022-10-22,6.9.9,No
Tadeo Pou Delgado,31,Almería,Audi,Q4 e-tron,2023,367,Lenta,2024-12-30,2.7.8,No
Nazaret Exposito Real,31,Valladolid,Chevrolet,Bolt EUV,2022,346,Ultra Rápida,2024-04-16,7.7.7,No
Remigio Bru Cabrera,32,Las Palmas,Kia,Niro EV,2019,419,Rápida,2023-01-18,7.9.2,Sí
Marina Exposito Nebot,28,Valencia,Audi,Q4 e-tron,2024,177,Lenta,2023-06-01,4.6.2,Sí
Perlita del Andres,47,Toledo,Kia,EV6,2024,221,Ultra Rápida,2024-05-18,4.6.7,No
Beatriz Pou Villalobos,60,Córdoba,Hyundai,Kona Electric,2023,547,Lenta,2025-01-14,8.8.5,Sí
Ciro Tejera Barranco,63,Burgos,Kia,EV6,2022,576,Rápida,2022-12-01,3.0.6,No
Julieta del Blanca,56,Lugo,Hyundai,Kona Electric,2019,402,Lenta,2024-03-22,6.0.1,No
Julie Anaya Pi,31,La Coruña,Kia,Niro EV,2023,431,Lenta,2022-06-22,8.0.2,Sí
Marianela Oliva Peña,33,Alicante,Hyundai,Ioniq 5,2025,289,Ultra Rápida,2023-11-16,10.7.2,Sí
Visitación Aroca Delgado,56,Ceuta,Ford,Mustang Mach-E,2023,396,Lenta,2025-04-17,10.4.8,No
Jerónimo Soriano Hurtado,76,Huelva,Ford,F-150 Lightning,2021,466,Ultra Rápida,2023-10-15,3.2.9,Sí
Julián del Cuesta,71,Jaén,Hyundai,Ioniq 5,2018,163,Lenta,2022-07-13,6.4.8,Sí
Cruz Alsina,73,Asturias,Tesla,Model S,2020,296,Lenta,2023-09-09,2.1.4,Sí
Bonifacio Canals Bernad,50,Lleida,Tesla,Model X,2018,519,Ultra Rápida,2023-10-01,7.8.9,Sí
Jose Manuel Rubio-Company,61,Guadalajara,BMW,i4,2021,495,Ultra Rápida,2022-05-22,2.1.9,Sí
Horacio Boada Haro,46,Segovia,BMW,i4,2024,527,Rápida,2024-05-29,3.3.6,No
Angélica Hervia Castells,76,Guadalajara,Hyundai,Kona Electric,2020,575,Lenta,2022-10-21,6.4.6,Sí
